country,region,subRegion,year,lifeExp,pop,gdpPercap,dem_rank,basic_rank
China,Asia,Eastern Asia,1992.0,68.69,1164970000,1655.784158,Strongly Autocratic,Autocratic
China,Asia,Eastern Asia,1997.0,70.426,1230075000,2289.234136,Strongly Autocratic,Autocratic
China,Asia,Eastern Asia,2002.0,72.028,1280400000,3119.280896,Strongly Autocratic,Autocratic
China,Asia,Eastern Asia,2007.0,72.961,1318683096,4959.114854,Strongly Autocratic,Autocratic
Colombia,Americas,South America,1952.0,50.643,12350771,2144.115096,Mildly Autocratic,Autocratic
Colombia,Americas,South America,1957.0,55.118,14485993,2323.805581,Strongly Democratic,Democratic
Colombia,Americas,South America,1962.0,57.863,17009885,2492.351109,Strongly Democratic,Democratic
Colombia,Americas,South America,1967.0,59.963,19764027,2678.729839,Strongly Democratic,Democratic
Colombia,Americas,South America,1972.0,61.623,22542890,3264.660041,Strongly Democratic,Democratic
Colombia,Americas,South America,1977.0,63.837,25094412,3815.80787,Strongly Democratic,Democratic
Colombia,Americas,South America,1982.0,66.653,27764644,4397.575659,Strongly Democratic,Democratic
Colombia,Americas,South America,1987.0,67.768,30964245,4903.2191,Strongly Democratic,Democratic
Colombia,Americas,South America,1992.0,68.421,34202721,5444.648617,Strongly Democratic,Democratic
Colombia,Americas,South America,1997.0,70.313,37657830,6117.361746,Strongly Democratic,Democratic
Colombia,Americas,South America,2002.0,71.682,41008227,5755.259962,Strongly Democratic,Democratic
Colombia,Americas,South America,2007.0,72.889,44227550,7006.580419,Strongly Democratic,Democratic
Comoros,Africa,Eastern Africa,1952.0,40.715,153936,1102.990936,NA,NA
Comoros,Africa,Eastern Africa,1957.0,42.46,170928,1211.148548,NA,NA
Comoros,Africa,Eastern Africa,1962.0,44.467,191689,1406.648278,NA,NA
Comoros,Africa,Eastern Africa,1967.0,46.472,217378,1876.029643,NA,NA
Comoros,Africa,Eastern Africa,1972.0,48.944,250027,1937.577675,NA,NA
Comoros,Africa,Eastern Africa,1977.0,50.939,304739,1172.603047,Mildly Autocratic,Autocratic
Comoros,Africa,Eastern Africa,1982.0,52.933,348643,1267.100083,Mildly Autocratic,Autocratic
Comoros,Africa,Eastern Africa,1987.0,54.926,395114,1315.980812,Strongly Autocratic,Autocratic
Comoros,Africa,Eastern Africa,1992.0,57.939,454429,1246.90737,Mildly Democratic,Democratic
Comoros,Africa,Eastern Africa,1997.0,60.66,527982,1173.618235,Mildly Democratic,Democratic
Comoros,Africa,Eastern Africa,2002.0,62.974,614382,1075.811558,Mildly Democratic,Democratic
Comoros,Africa,Eastern Africa,2007.0,65.152,710960,986.1478792,Strongly Democratic,Democratic
"Congo, Dem. Rep.",Africa,Middle Africa,1952.0,39.143,14100005,780.5423257,NA,NA
"Congo, Dem. Rep.",Africa,Middle Africa,1957.0,40.652,15577932,905.8602303,NA,NA
"Congo, Dem. Rep.",Africa,Middle Africa,1962.0,42.122,17486434,896.3146335,Middle of the Road,Middle of the Road
"Congo, Dem. Rep.",Africa,Middle Africa,1967.0,44.056,19941073,861.5932424,Strongly Autocratic,Autocratic
"Congo, Dem. Rep.",Africa,Middle Africa,1972.0,45.989,23007669,904.8960685,Strongly Autocratic,Autocratic
"Congo, Dem. Rep.",Africa,Middle Africa,1977.0,47.804,26480870,795.757282,Strongly Autocratic,Autocratic
"Congo, Dem. Rep.",Africa,Middle Africa,1982.0,47.784,30646495,673.7478181,Strongly Autocratic,Autocratic
"Congo, Dem. Rep.",Africa,Middle Africa,1987.0,47.412,35481645,672.774812,Strongly Autocratic,Autocratic
"Congo, Dem. Rep.",Africa,Middle Africa,1992.0,45.548,41672143,457.7191807,Middle of the Road,Middle of the Road
"Congo, Dem. Rep.",Africa,Middle Africa,1997.0,42.587,47798986,312.188423,Middle of the Road,Middle of the Road
"Congo, Dem. Rep.",Africa,Middle Africa,2002.0,44.966,55379852,241.1658765,Middle of the Road,Middle of the Road
"Congo, Dem. Rep.",Africa,Middle Africa,2007.0,46.462,64606759,277.5518587,Mildly Democratic,Democratic
"Congo, Rep.",Africa,Middle Africa,1952.0,42.111,854885,2125.621418,NA,NA
"Congo, Rep.",Africa,Middle Africa,1957.0,45.053,940458,2315.056572,NA,NA
"Congo, Rep.",Africa,Middle Africa,1962.0,48.435,1047924,2464.783157,Mildly Democratic,Democratic
"Congo, Rep.",Africa,Middle Africa,1967.0,52.04,1179760,2677.939642,Strongly Autocratic,Autocratic
"Congo, Rep.",Africa,Middle Africa,1972.0,54.907,1340458,3213.152683,Strongly Autocratic,Autocratic
"Congo, Rep.",Africa,Middle Africa,1977.0,55.625,1536769,3259.178978,Strongly Autocratic,Autocratic
"Congo, Rep.",Africa,Middle Africa,1982.0,56.695,1774735,4879.507522,Strongly Autocratic,Autocratic
"Congo, Rep.",Africa,Middle Africa,1987.0,57.47,2064095,4201.194937,Strongly Autocratic,Autocratic
"Congo, Rep.",Africa,Middle Africa,1992.0,56.433,2409073,4016.239529,Mildly Democratic,Democratic
"Congo, Rep.",Africa,Middle Africa,1997.0,52.962,2800947,3484.164376,Mildly Autocratic,Autocratic
"Congo, Rep.",Africa,Middle Africa,2002.0,52.97,3328795,3484.06197,Mildly Autocratic,Autocratic
"Congo, Rep.",Africa,Middle Africa,2007.0,55.322,3800610,3632.557798,Mildly Autocratic,Autocratic
Costa Rica,Americas,Central America,1952.0,57.206,926317,2627.009471,Strongly Democratic,Democratic
Costa Rica,Americas,Central America,1957.0,60.026,1112300,2990.010802,Strongly Democratic,Democratic
Costa Rica,Americas,Central America,1962.0,62.842,1345187,3460.937025,Strongly Democratic,Democratic
Costa Rica,Americas,Central America,1967.0,65.424,1588717,4161.727834,Strongly Democratic,Democratic
Costa Rica,Americas,Central America,1972.0,67.849,1834796,5118.146939,Strongly Democratic,Democratic
Costa Rica,Americas,Central America,1977.0,70.75,2108457,5926.876967,Strongly Democratic,Democratic
Costa Rica,Americas,Central America,1982.0,73.45,2424367,5262.734751,Strongly Democratic,Democratic
Costa Rica,Americas,Central America,1987.0,74.752,2799811,5629.915318,Strongly Democratic,Democratic
Costa Rica,Americas,Central America,1992.0,75.713,3173216,6160.416317,Strongly Democratic,Democratic
Costa Rica,Americas,Central America,1997.0,77.26,3518107,6677.045314,Strongly Democratic,Democratic
Costa Rica,Americas,Central America,2002.0,78.123,3834934,7723.447195,Strongly Democratic,Democratic
Costa Rica,Americas,Central America,2007.0,78.782,4133884,9645.06142,Strongly Democratic,Democratic
Cote d'Ivoire,Africa,Western Africa,1952.0,40.477,2977019,1388.594732,NA,NA
Cote d'Ivoire,Africa,Western Africa,1957.0,42.469,3300000,1500.895925,NA,NA
Cote d'Ivoire,Africa,Western Africa,1962.0,44.93,3832408,1728.869428,Strongly Autocratic,Autocratic
Cote d'Ivoire,Africa,Western Africa,1967.0,47.35,4744870,2052.050473,Strongly Autocratic,Autocratic
Cote d'Ivoire,Africa,Western Africa,1972.0,49.801,6071696,2378.201111,Strongly Autocratic,Autocratic
Cote d'Ivoire,Africa,Western Africa,1977.0,52.374,7459574,2517.736547,Strongly Autocratic,Autocratic
Cote d'Ivoire,Africa,Western Africa,1982.0,53.983,9025951,2602.710169,Strongly Autocratic,Autocratic
Cote d'Ivoire,Africa,Western Africa,1987.0,54.655,10761098,2156.956069,Strongly Autocratic,Autocratic
Cote d'Ivoire,Africa,Western Africa,1992.0,52.044,12772596,1648.073791,Strongly Autocratic,Autocratic
Cote d'Ivoire,Africa,Western Africa,1997.0,47.991,14625967,1786.265407,Mildly Autocratic,Autocratic
Cote d'Ivoire,Africa,Western Africa,2002.0,46.832,16252726,1648.800823,Middle of the Road,Middle of the Road
Cote d'Ivoire,Africa,Western Africa,2007.0,48.328,18013409,1544.750112,Middle of the Road,Middle of the Road
Croatia,Europe,Southern Europe,1952.0,61.21,3882229,3119.23652,Strongly Autocratic,Autocratic
Croatia,Europe,Southern Europe,1957.0,64.77,3991242,4338.231617,Strongly Autocratic,Autocratic
Croatia,Europe,Southern Europe,1962.0,67.13,4076557,5477.890018,Strongly Autocratic,Autocratic
Croatia,Europe,Southern Europe,1967.0,68.5,4174366,6960.297861,Strongly Autocratic,Autocratic
Croatia,Europe,Southern Europe,1972.0,69.61,4225310,9164.090127,Strongly Autocratic,Autocratic
Croatia,Europe,Southern Europe,1977.0,70.64,4318673,11305.38517,Strongly Autocratic,Autocratic
Croatia,Europe,Southern Europe,1982.0,70.46,4413368,13221.82184,Mildly Autocratic,Autocratic
Croatia,Europe,Southern Europe,1987.0,71.52,4484310,13822.58394,Mildly Autocratic,Autocratic
Croatia,Europe,Southern Europe,1992.0,72.527,4494013,8447.794873,Mildly Autocratic,Autocratic
Croatia,Europe,Southern Europe,1997.0,73.68,4444595,9875.604515,Mildly Autocratic,Autocratic
Croatia,Europe,Southern Europe,2002.0,74.876,4481020,11628.38895,Strongly Democratic,Democratic
Croatia,Europe,Southern Europe,2007.0,75.748,4493312,14619.22272,Strongly Democratic,Democratic
Cuba,Americas,Caribbean,1952.0,59.421,6007797,5586.53878,Middle of the Road,Middle of the Road
Cuba,Americas,Caribbean,1957.0,62.325,6640752,6092.174359,Strongly Autocratic,Autocratic
Cuba,Americas,Caribbean,1962.0,65.246,7254373,5180.75591,Strongly Autocratic,Autocratic
Cuba,Americas,Caribbean,1967.0,68.29,8139332,5690.268015,Strongly Autocratic,Autocratic
Cuba,Americas,Caribbean,1972.0,70.723,8831348,5305.445256,Strongly Autocratic,Autocratic
Cuba,Americas,Caribbean,1977.0,72.649,9537988,6380.494966,Strongly Autocratic,Autocratic
Cuba,Americas,Caribbean,1982.0,73.717,9789224,7316.918107,Strongly Autocratic,Autocratic
Cuba,Americas,Caribbean,1987.0,74.174,10239839,7532.924763,Strongly Autocratic,Autocratic
Cuba,Americas,Caribbean,1992.0,74.414,10723260,5592.843963,Strongly Autocratic,Autocratic
Cuba,Americas,Caribbean,1997.0,76.151,10983007,5431.990415,Strongly Autocratic,Autocratic
Cuba,Americas,Caribbean,2002.0,77.158,11226999,6340.646683,Strongly Autocratic,Autocratic
Cuba,Americas,Caribbean,2007.0,78.273,11416987,8948.102923,Strongly Autocratic,Autocratic
Denmark,Europe,Northern Europe,1952.0,70.78,4334000,9692.385245,Strongly Democratic,Democratic
Denmark,Europe,Northern Europe,1957.0,71.81,4487831,11099.65935,Strongly Democratic,Democratic
Denmark,Europe,Northern Europe,1962.0,72.35,4646899,13583.31351,Strongly Democratic,Democratic
Denmark,Europe,Northern Europe,1967.0,72.96,4838800,15937.21123,Strongly Democratic,Democratic
Denmark,Europe,Northern Europe,1972.0,73.47,4991596,18866.20721,Strongly Democratic,Democratic
Denmark,Europe,Northern Europe,1977.0,74.69,5088419,20422.9015,Strongly Democratic,Democratic
Denmark,Europe,Northern Europe,1982.0,74.63,5117810,21688.04048,Strongly Democratic,Democratic
Denmark,Europe,Northern Europe,1987.0,74.8,5127024,25116.17581,Strongly Democratic,Democratic
Denmark,Europe,Northern Europe,1992.0,75.33,5171393,26406.73985,Strongly Democratic,Democratic
Denmark,Europe,Northern Europe,1997.0,76.11,5283663,29804.34567,Strongly Democratic,Democratic
Denmark,Europe,Northern Europe,2002.0,77.18,5374693,32166.50006,Strongly Democratic,Democratic
Denmark,Europe,Northern Europe,2007.0,78.332,5468120,35278.41874,Strongly Democratic,Democratic
Djibouti,Africa,Eastern Africa,1952.0,34.812,63149,2669.529475,NA,NA
Djibouti,Africa,Eastern Africa,1957.0,37.328,71851,2864.969076,NA,NA
Djibouti,Africa,Eastern Africa,1962.0,39.693,89898,3020.989263,NA,NA
Djibouti,Africa,Eastern Africa,1967.0,42.074,127617,3020.050513,NA,NA
Djibouti,Africa,Eastern Africa,1972.0,44.366,178848,3694.212352,NA,NA
Djibouti,Africa,Eastern Africa,1977.0,46.519,228694,3081.761022,Strongly Autocratic,Autocratic
Djibouti,Africa,Eastern Africa,1982.0,48.812,305991,2879.468067,Strongly Autocratic,Autocratic
Djibouti,Africa,Eastern Africa,1987.0,50.04,311025,2880.102568,Strongly Autocratic,Autocratic
Djibouti,Africa,Eastern Africa,1992.0,51.604,384156,2377.156192,Strongly Autocratic,Autocratic
Djibouti,Africa,Eastern Africa,1997.0,53.157,417908,1895.016984,Mildly Autocratic,Autocratic
Djibouti,Africa,Eastern Africa,2002.0,53.373,447416,1908.260867,Middle of the Road,Middle of the Road
Djibouti,Africa,Eastern Africa,2007.0,54.791,496374,2082.481567,Middle of the Road,Middle of the Road
Ecuador,Americas,South America,1952.0,48.357,3548753,3522.110717,Middle of the Road,Middle of the Road
Ecuador,Americas,South America,1957.0,51.356,4058385,3780.546651,Middle of the Road,Middle of the Road
Ecuador,Americas,South America,1962.0,54.64,4681707,4086.114078,Middle of the Road,Middle of the Road
Ecuador,Americas,South America,1967.0,56.678,5432424,4579.074215,Middle of the Road,Middle of the Road
Ecuador,Americas,South America,1972.0,58.796,6298651,5280.99471,Mildly Autocratic,Autocratic
Ecuador,Americas,South America,1977.0,61.31,7278866,6679.62326,Mildly Autocratic,Autocratic
Ecuador,Americas,South America,1982.0,64.342,8365850,7213.791267,Strongly Democratic,Democratic
Ecuador,Americas,South America,1987.0,67.231,9545158,6481.776993,Strongly Democratic,Democratic
Ecuador,Americas,South America,1992.0,69.613,10748394,7103.702595,Strongly Democratic,Democratic
Ecuador,Americas,South America,1997.0,72.312,11911819,7429.455877,Strongly Democratic,Democratic
Ecuador,Americas,South America,2002.0,74.173,12921234,5773.044512,Mildly Democratic,Democratic
Ecuador,Americas,South America,2007.0,74.994,13755680,6873.262326,Mildly Democratic,Democratic
Egypt,Africa,Northern Africa,1952.0,41.893,22223309,1418.822445,Strongly Autocratic,Autocratic
Egypt,Africa,Northern Africa,1957.0,44.444,25009741,1458.915272,Strongly Autocratic,Autocratic
Egypt,Africa,Northern Africa,1962.0,46.992,28173309,1693.335853,Strongly Autocratic,Autocratic
Egypt,Africa,Northern Africa,1967.0,49.293,31681188,1814.880728,Strongly Autocratic,Autocratic
Egypt,Africa,Northern Africa,1972.0,51.137,34807417,2024.008147,Strongly Autocratic,Autocratic
Egypt,Africa,Northern Africa,1977.0,53.319,38783863,2785.493582,Mildly Autocratic,Autocratic
Egypt,Africa,Northern Africa,1982.0,56.006,45681811,3503.729636,Mildly Autocratic,Autocratic
Egypt,Africa,Northern Africa,1987.0,59.797,52799062,3885.46071,Mildly Autocratic,Autocratic
Egypt,Africa,Northern Africa,1992.0,63.674,59402198,3794.755195,Mildly Autocratic,Autocratic
Egypt,Africa,Northern Africa,1997.0,67.217,66134291,4173.181797,Mildly Autocratic,Autocratic
Egypt,Africa,Northern Africa,2002.0,69.806,73312559,4754.604414,Mildly Autocratic,Autocratic
Egypt,Africa,Northern Africa,2007.0,71.338,80264543,5581.180998,Mildly Autocratic,Autocratic
El Salvador,Americas,Central America,1952.0,45.262,2042865,3048.3029,Mildly Autocratic,Autocratic
El Salvador,Americas,Central America,1957.0,48.57,2355805,3421.523218,Mildly Autocratic,Autocratic
El Salvador,Americas,Central America,1962.0,52.307,2747687,3776.803627,Mildly Autocratic,Autocratic
El Salvador,Americas,Central America,1967.0,55.855,3232927,4358.595393,Middle of the Road,Middle of the Road
El Salvador,Americas,Central America,1972.0,58.207,3790903,4520.246008,Middle of the Road,Middle of the Road
El Salvador,Americas,Central America,1977.0,56.696,4282586,5138.922374,Mildly Autocratic,Autocratic
El Salvador,Americas,Central America,1982.0,56.604,4474873,4098.344175,Middle of the Road,Middle of the Road
El Salvador,Americas,Central America,1987.0,63.154,4842194,4140.442097,Mildly Democratic,Democratic
El Salvador,Americas,Central America,1992.0,66.798,5274649,4444.2317,Strongly Democratic,Democratic
El Salvador,Americas,Central America,1997.0,69.535,5783439,5154.825496,Strongly Democratic,Democratic
El Salvador,Americas,Central America,2002.0,70.734,6353681,5351.568666,Strongly Democratic,Democratic
El Salvador,Americas,Central America,2007.0,71.878,6939688,5728.353514,Strongly Democratic,Democratic
Equatorial Guinea,Africa,Middle Africa,1952.0,34.482,216964,375.6431231,NA,NA
Equatorial Guinea,Africa,Middle Africa,1957.0,35.983,232922,426.0964081,NA,NA
Equatorial Guinea,Africa,Middle Africa,1962.0,37.485,249220,582.8419714,NA,NA
Equatorial Guinea,Africa,Middle Africa,1967.0,38.987,259864,915.5960025,NA,NA
Equatorial Guinea,Africa,Middle Africa,1972.0,40.516,277603,672.4122571,Strongly Autocratic,Autocratic
Equatorial Guinea,Africa,Middle Africa,1977.0,42.024,192675,958.5668124,Strongly Autocratic,Autocratic
Equatorial Guinea,Africa,Middle Africa,1982.0,43.662,285483,927.8253427,Strongly Autocratic,Autocratic
Equatorial Guinea,Africa,Middle Africa,1987.0,45.664,341244,966.8968149,Strongly Autocratic,Autocratic
Equatorial Guinea,Africa,Middle Africa,1992.0,47.545,387838,1132.055034,Strongly Autocratic,Autocratic
Equatorial Guinea,Africa,Middle Africa,1997.0,48.245,439971,2814.480755,Mildly Autocratic,Autocratic
Equatorial Guinea,Africa,Middle Africa,2002.0,49.348,495627,7703.4959,Mildly Autocratic,Autocratic
Equatorial Guinea,Africa,Middle Africa,2007.0,51.579,551201,12154.08975,Mildly Autocratic,Autocratic
Eritrea,Africa,Eastern Africa,1952.0,35.928,1438760,328.9405571,NA,NA
Eritrea,Africa,Eastern Africa,1957.0,38.047,1542611,344.1618859,NA,NA
Eritrea,Africa,Eastern Africa,1962.0,40.158,1666618,380.9958433,NA,NA
Eritrea,Africa,Eastern Africa,1967.0,42.189,1820319,468.7949699,NA,NA
Eritrea,Africa,Eastern Africa,1972.0,44.142,2260187,514.3242082,NA,NA
Eritrea,Africa,Eastern Africa,1977.0,44.535,2512642,505.7538077,NA,NA
Eritrea,Africa,Eastern Africa,1982.0,43.89,2637297,524.8758493,NA,NA
Eritrea,Africa,Eastern Africa,1987.0,46.453,2915959,521.1341333,NA,NA
Eritrea,Africa,Eastern Africa,1992.0,49.991,3668440,582.8585102,NA,NA
Eritrea,Africa,Eastern Africa,1997.0,53.378,4058319,913.47079,Mildly Autocratic,Autocratic
Eritrea,Africa,Eastern Africa,2002.0,55.24,4414865,765.3500015,Strongly Autocratic,Autocratic
Eritrea,Africa,Eastern Africa,2007.0,58.04,4906585,641.3695236,Strongly Autocratic,Autocratic
Ethiopia,Africa,Eastern Africa,1952.0,34.078,20860941,362.1462796,Strongly Autocratic,Autocratic
Ethiopia,Africa,Eastern Africa,1957.0,36.667,22815614,378.9041632,Strongly Autocratic,Autocratic
Ethiopia,Africa,Eastern Africa,1962.0,40.059,25145372,419.4564161,Strongly Autocratic,Autocratic
Ethiopia,Africa,Eastern Africa,1967.0,42.115,27860297,516.1186438,Strongly Autocratic,Autocratic
Ethiopia,Africa,Eastern Africa,1972.0,43.515,30770372,566.2439442,Strongly Autocratic,Autocratic
Ethiopia,Africa,Eastern Africa,1977.0,44.51,34617799,556.8083834,Strongly Autocratic,Autocratic
Ethiopia,Africa,Eastern Africa,1982.0,44.916,38111756,577.8607471,Strongly Autocratic,Autocratic
Ethiopia,Africa,Eastern Africa,1987.0,46.684,42999530,573.7413142,Strongly Autocratic,Autocratic
Ethiopia,Africa,Eastern Africa,1992.0,48.091,52088559,421.3534653,Middle of the Road,Middle of the Road
Ethiopia,Africa,Eastern Africa,1997.0,49.402,59861301,515.8894013,Middle of the Road,Middle of the Road
Ethiopia,Africa,Eastern Africa,2002.0,50.725,67946797,530.0535319,Middle of the Road,Middle of the Road
Ethiopia,Africa,Eastern Africa,2007.0,52.947,76511887,690.8055759,Middle of the Road,Middle of the Road
Finland,Europe,Northern Europe,1952.0,66.55,4090500,6424.519071,Strongly Democratic,Democratic
Finland,Europe,Northern Europe,1957.0,67.49,4324000,7545.415386,Strongly Democratic,Democratic
Finland,Europe,Northern Europe,1962.0,68.75,4491443,9371.842561,Strongly Democratic,Democratic
Finland,Europe,Northern Europe,1967.0,69.83,4605744,10921.63626,Strongly Democratic,Democratic
Finland,Europe,Northern Europe,1972.0,70.87,4639657,14358.8759,Strongly Democratic,Democratic
Finland,Europe,Northern Europe,1977.0,72.52,4738902,15605.42283,Strongly Democratic,Democratic
Finland,Europe,Northern Europe,1982.0,74.55,4826933,18533.15761,Strongly Democratic,Democratic
Finland,Europe,Northern Europe,1987.0,74.83,4931729,21141.01223,Strongly Democratic,Democratic
Finland,Europe,Northern Europe,1992.0,75.7,5041039,20647.16499,Strongly Democratic,Democratic
Finland,Europe,Northern Europe,1997.0,77.13,5134406,23723.9502,Strongly Democratic,Democratic
Finland,Europe,Northern Europe,2002.0,78.37,5193039,28204.59057,Strongly Democratic,Democratic
Finland,Europe,Northern Europe,2007.0,79.313,5238460,33207.0844,Strongly Democratic,Democratic
France,Europe,Western Europe,1952.0,67.41,42459667,7029.809327,Strongly Democratic,Democratic
France,Europe,Western Europe,1957.0,68.93,44310863,8662.834898,Strongly Democratic,Democratic
France,Europe,Western Europe,1962.0,70.51,47124000,10560.48553,Mildly Democratic,Democratic
France,Europe,Western Europe,1967.0,71.55,49569000,12999.91766,Mildly Democratic,Democratic
France,Europe,Western Europe,1972.0,72.38,51732000,16107.19171,Strongly Democratic,Democratic
France,Europe,Western Europe,1977.0,73.83,53165019,18292.63514,Strongly Democratic,Democratic
France,Europe,Western Europe,1982.0,74.89,54433565,20293.89746,Strongly Democratic,Democratic
France,Europe,Western Europe,1987.0,76.34,55630100,22066.44214,Strongly Democratic,Democratic
France,Europe,Western Europe,1992.0,77.46,57374179,24703.79615,Strongly Democratic,Democratic
France,Europe,Western Europe,1997.0,78.64,58623428,25889.78487,Strongly Democratic,Democratic
France,Europe,Western Europe,2002.0,79.59,59925035,28926.03234,Strongly Democratic,Democratic
France,Europe,Western Europe,2007.0,80.657,61083916,30470.0167,Strongly Democratic,Democratic
Gabon,Africa,Middle Africa,1952.0,37.003,420702,4293.476475,NA,NA
Gabon,Africa,Middle Africa,1957.0,38.999,434904,4976.198099,NA,NA
Gabon,Africa,Middle Africa,1962.0,40.489,455661,6631.459222,Strongly Autocratic,Autocratic
Gabon,Africa,Middle Africa,1967.0,44.598,489004,8358.761987,Strongly Autocratic,Autocratic
Gabon,Africa,Middle Africa,1972.0,48.69,537977,11401.94841,Strongly Autocratic,Autocratic
Gabon,Africa,Middle Africa,1977.0,52.79,706367,21745.57328,Strongly Autocratic,Autocratic
Gabon,Africa,Middle Africa,1982.0,56.564,753874,15113.36194,Strongly Autocratic,Autocratic
Gabon,Africa,Middle Africa,1987.0,60.19,880397,11864.40844,Strongly Autocratic,Autocratic
Gabon,Africa,Middle Africa,1992.0,61.366,985739,13522.15752,Mildly Autocratic,Autocratic
Gabon,Africa,Middle Africa,1997.0,60.461,1126189,14722.84188,Mildly Autocratic,Autocratic
Gabon,Africa,Middle Africa,2002.0,56.761,1299304,12521.71392,Mildly Autocratic,Autocratic
Gabon,Africa,Middle Africa,2007.0,56.735,1454867,13206.48452,Mildly Autocratic,Autocratic
Gambia,Africa,Western Africa,1952.0,30.0,284320,485.2306591,NA,NA
Gambia,Africa,Western Africa,1957.0,32.065,323150,520.9267111,NA,NA
Gambia,Africa,Western Africa,1962.0,33.896,374020,599.650276,NA,NA
Gambia,Africa,Western Africa,1967.0,35.857,439593,734.7829124,Strongly Democratic,Democratic
Gambia,Africa,Western Africa,1972.0,38.308,517101,756.0868363,Strongly Democratic,Democratic
Gambia,Africa,Western Africa,1977.0,41.842,608274,884.7552507,Strongly Democratic,Democratic
Gambia,Africa,Western Africa,1982.0,45.58,715523,835.8096108,Strongly Democratic,Democratic
Gambia,Africa,Western Africa,1987.0,49.265,848406,611.6588611,Strongly Democratic,Democratic
Gambia,Africa,Western Africa,1992.0,52.644,1025384,665.6244126,Strongly Democratic,Democratic
Gambia,Africa,Western Africa,1997.0,55.861,1235767,653.7301704,Mildly Autocratic,Autocratic
Gambia,Africa,Western Africa,2002.0,58.041,1457766,660.5855997,Mildly Autocratic,Autocratic
Gambia,Africa,Western Africa,2007.0,59.448,1688359,752.7497265,Mildly Autocratic,Autocratic
Germany,Europe,Western Europe,1952.0,67.5,69145952,7144.114393,Strongly Democratic,Democratic
Germany,Europe,Western Europe,1957.0,69.1,71019069,10187.82665,Strongly Democratic,Democratic
Germany,Europe,Western Europe,1962.0,70.3,73739117,12902.46291,Strongly Democratic,Democratic
Germany,Europe,Western Europe,1967.0,70.8,76368453,14745.62561,Strongly Democratic,Democratic
Germany,Europe,Western Europe,1972.0,71.0,78717088,18016.18027,Strongly Democratic,Democratic
Germany,Europe,Western Europe,1977.0,72.5,78160773,20512.92123,Strongly Democratic,Democratic
Germany,Europe,Western Europe,1982.0,73.8,78335266,22031.53274,Strongly Democratic,Democratic
Germany,Europe,Western Europe,1987.0,74.847,77718298,24639.18566,Strongly Democratic,Democratic
Germany,Europe,Western Europe,1992.0,76.07,80597764,26505.30317,Strongly Democratic,Democratic
Germany,Europe,Western Europe,1997.0,77.34,82011073,27788.88416,Strongly Democratic,Democratic
Germany,Europe,Western Europe,2002.0,78.67,82350671,30035.80198,Strongly Democratic,Democratic
Germany,Europe,Western Europe,2007.0,79.406,82400996,32170.37442,Strongly Democratic,Democratic
Ghana,Africa,Western Africa,1952.0,43.149,5581001,911.2989371,NA,NA
Ghana,Africa,Western Africa,1957.0,44.779,6391288,1043.561537,NA,NA
Ghana,Africa,Western Africa,1962.0,46.452,7355248,1190.041118,Strongly Autocratic,Autocratic
Ghana,Africa,Western Africa,1967.0,48.072,8490213,1125.69716,Strongly Autocratic,Autocratic
Ghana,Africa,Western Africa,1972.0,49.875,9354120,1178.223708,Strongly Autocratic,Autocratic
Ghana,Africa,Western Africa,1977.0,51.756,10538093,993.2239571,Strongly Autocratic,Autocratic
Ghana,Africa,Western Africa,1982.0,53.744,11400338,876.032569,Strongly Autocratic,Autocratic
Ghana,Africa,Western Africa,1987.0,55.729,14168101,847.0061135,Strongly Autocratic,Autocratic
Ghana,Africa,Western Africa,1992.0,57.501,16278738,925.060154,Middle of the Road,Middle of the Road
Ghana,Africa,Western Africa,1997.0,58.556,18418288,1005.245812,Middle of the Road,Middle of the Road
Ghana,Africa,Western Africa,2002.0,58.453,20550751,1111.984578,Mildly Democratic,Democratic
Ghana,Africa,Western Africa,2007.0,60.022,22873338,1327.60891,Strongly Democratic,Democratic
Greece,Europe,Southern Europe,1952.0,65.86,7733250,3530.690067,Mildly Democratic,Democratic
Greece,Europe,Southern Europe,1957.0,67.86,8096218,4916.299889,Mildly Democratic,Democratic
Greece,Europe,Southern Europe,1962.0,69.51,8448233,6017.190733,Mildly Democratic,Democratic
Greece,Europe,Southern Europe,1967.0,71.0,8716441,8513.097016,Strongly Autocratic,Autocratic
Greece,Europe,Southern Europe,1972.0,72.34,8888628,12724.82957,Strongly Autocratic,Autocratic
Greece,Europe,Southern Europe,1977.0,73.68,9308479,14195.52428,Strongly Democratic,Democratic
Greece,Europe,Southern Europe,1982.0,75.24,9786480,15268.42089,Strongly Democratic,Democratic
Greece,Europe,Southern Europe,1987.0,76.67,9974490,16120.52839,Strongly Democratic,Democratic
Greece,Europe,Southern Europe,1992.0,77.03,10325429,17541.49634,Strongly Democratic,Democratic
Greece,Europe,Southern Europe,1997.0,77.869,10502372,18747.69814,Strongly Democratic,Democratic
Greece,Europe,Southern Europe,2002.0,78.256,10603863,22514.2548,Strongly Democratic,Democratic
Greece,Europe,Southern Europe,2007.0,79.483,10706290,27538.41188,Strongly Democratic,Democratic
Guatemala,Americas,Central America,1952.0,42.023,3146381,2428.237769,Middle of the Road,Middle of the Road
Guatemala,Americas,Central America,1957.0,44.142,3640876,2617.155967,Mildly Autocratic,Autocratic
Guatemala,Americas,Central America,1962.0,46.954,4208858,2750.364446,Mildly Autocratic,Autocratic
Guatemala,Americas,Central America,1967.0,50.016,4690773,3242.531147,Mildly Democratic,Democratic
